,LINENAME,STATION,DATE,TIME,ENTRIES,NEW_ENTRIES
898,Q,86 ST-2 AVE,2017-01-10,04:00:00,36718678,113.0
899,Q,86 ST-2 AVE,2017-01-10,08:00:00,36720863,2185.0
900,Q,86 ST-2 AVE,2017-01-10,12:00:00,36729310,8447.0
901,Q,86 ST-2 AVE,2017-01-10,16:00:00,36732385,3075.0
902,Q,86 ST-2 AVE,2017-01-10,20:00:00,36736996,4611.0
903,Q,86 ST-2 AVE,2017-01-11,00:00:00,36738642,1646.0
904,Q,86 ST-2 AVE,2017-01-11,04:00:00,36738762,120.0
905,Q,86 ST-2 AVE,2017-01-11,08:00:00,36740994,2232.0
906,Q,86 ST-2 AVE,2017-01-11,12:00:00,36749383,8389.0
907,Q,86 ST-2 AVE,2017-01-11,16:00:00,36752394,3011.0
908,Q,86 ST-2 AVE,2017-01-11,20:00:00,36757157,4763.0
909,Q,86 ST-2 AVE,2017-01-12,00:00:00,36758997,1840.0
910,Q,86 ST-2 AVE,2017-01-12,04:00:00,36759133,136.0
911,Q,86 ST-2 AVE,2017-01-12,08:00:00,36761324,2191.0
912,Q,86 ST-2 AVE,2017-01-12,12:00:00,36769802,8478.0
913,Q,86 ST-2 AVE,2017-01-12,16:00:00,36773191,3389.0
914,Q,86 ST-2 AVE,2017-01-12,20:00:00,36778357,5166.0
915,Q,86 ST-2 AVE,2017-01-13,00:00:00,36780316,1959.0
916,Q,86 ST-2 AVE,2017-01-13,04:00:00,36780495,179.0
917,Q,86 ST-2 AVE,2017-01-13,08:00:00,36782532,2037.0
918,Q,86 ST-2 AVE,2017-01-13,12:00:00,36790822,8290.0
919,Q,86 ST-2 AVE,2017-01-13,16:00:00,36794276,3454.0
920,Q,86 ST-2 AVE,2017-01-13,20:00:00,36799658,5382.0
921,Q,86 ST-2 AVE,2017-01-14,00:00:00,36802216,2558.0
922,Q,86 ST-2 AVE,2017-01-14,04:00:00,36802678,462.0
923,Q,86 ST-2 AVE,2017-01-14,08:00:00,36803006,328.0
924,Q,86 ST-2 AVE,2017-01-14,12:00:00,36806358,3352.0
925,Q,86 ST-2 AVE,2017-01-14,16:00:00,36812032,5674.0
926,Q,86 ST-2 AVE,2017-01-14,20:00:00,36817337,5305.0
927,Q,86 ST-2 AVE,2017-01-15,00:00:00,36820086,2749.0
928,Q,86 ST-2 AVE,2017-01-15,04:00:00,36820598,512.0
929,Q,86 ST-2 AVE,2017-01-15,08:00:00,36820814,216.0
930,Q,86 ST-2 AVE,2017-01-15,12:00:00,36823482,2668.0
931,Q,86 ST-2 AVE,2017-01-15,16:00:00,36828808,5326.0
932,Q,86 ST-2 AVE,2017-01-15,20:00:00,36833115,4307.0
933,Q,86 ST-2 AVE,2017-01-16,00:00:00,36835035,1920.0
934,Q,86 ST-2 AVE,2017-01-16,04:00:00,36835230,195.0
935,Q,86 ST-2 AVE,2017-01-16,08:00:00,36835884,654.0
936,Q,86 ST-2 AVE,2017-01-16,12:00:00,36840276,4392.0
937,Q,86 ST-2 AVE,2017-01-16,16:00:00,36845003,4727.0
938,Q,86 ST-2 AVE,2017-01-16,20:00:00,36849113,4110.0
939,Q,86 ST-2 AVE,2017-01-17,00:00:00,36850565,1452.0
940,Q,86 ST-2 AVE,2017-01-17,04:00:00,36850690,125.0
941,Q,86 ST-2 AVE,2017-01-17,08:00:00,36853001,2311.0
942,Q,86 ST-2 AVE,2017-01-17,12:00:00,36861383,8382.0
943,Q,86 ST-2 AVE,2017-01-17,16:00:00,36864274,2891.0
944,Q,86 ST-2 AVE,2017-01-17,20:00:00,36868854,4580.0
945,Q,86 ST-2 AVE,2017-01-18,00:00:00,36870592,1738.0
946,Q,86 ST-2 AVE,2017-01-18,04:00:00,36870756,164.0
947,Q,86 ST-2 AVE,2017-01-18,08:00:00,36873158,2402.0
950,Q,86 ST-2 AVE,2017-01-18,20:00:00,36889802,4763.0
951,Q,86 ST-2 AVE,2017-01-19,00:00:00,36891591,1789.0
952,Q,86 ST-2 AVE,2017-01-19,04:00:00,36891729,138.0
953,Q,86 ST-2 AVE,2017-01-19,08:00:00,36894060,2331.0
954,Q,86 ST-2 AVE,2017-01-19,12:00:00,36902894,8834.0
955,Q,86 ST-2 AVE,2017-01-19,16:00:00,36906243,3349.0
956,Q,86 ST-2 AVE,2017-01-19,20:00:00,36911465,5222.0
957,Q,86 ST-2 AVE,2017-01-20,00:00:00,36913401,1936.0
958,Q,86 ST-2 AVE,2017-01-20,04:00:00,36913588,187.0
959,Q,86 ST-2 AVE,2017-01-20,08:00:00,36915734,2146.0
960,Q,86 ST-2 AVE,2017-01-20,12:00:00,36924057,8323.0
961,Q,86 ST-2 AVE,2017-01-20,16:00:00,36927589,3532.0
962,Q,86 ST-2 AVE,2017-01-20,20:00:00,36932751,5162.0
963,Q,86 ST-2 AVE,2017-01-21,00:00:00,36935294,2543.0
964,Q,86 ST-2 AVE,2017-01-21,04:00:00,36935664,370.0
965,Q,86 ST-2 AVE,2017-01-21,08:00:00,36936011,347.0
966,Q,86 ST-2 AVE,2017-01-21,12:00:00,36939404,3393.0
967,Q,86 ST-2 AVE,2017-01-21,16:00:00,36945184,5780.0
968,Q,86 ST-2 AVE,2017-01-21,20:00:00,36950777,5593.0
969,Q,86 ST-2 AVE,2017-01-22,00:00:00,36953733,2956.0
970,Q,86 ST-2 AVE,2017-01-22,04:00:00,36954272,539.0
971,Q,86 ST-2 AVE,2017-01-22,08:00:00,36954466,194.0
972,Q,86 ST-2 AVE,2017-01-22,12:00:00,36956921,2455.0
973,Q,86 ST-2 AVE,2017-01-22,16:00:00,36961726,4805.0
974,Q,86 ST-2 AVE,2017-01-22,20:00:00,36965110,3384.0
975,Q,86 ST-2 AVE,2017-01-23,00:00:00,36966583,1473.0
976,Q,86 ST-2 AVE,2017-01-23,04:00:00,36966701,118.0
977,Q,86 ST-2 AVE,2017-01-23,08:00:00,36969011,2310.0
978,Q,86 ST-2 AVE,2017-01-23,12:00:00,36977583,8572.0
979,Q,86 ST-2 AVE,2017-01-23,16:00:00,36980580,2997.0
980,Q,86 ST-2 AVE,2017-01-23,20:00:00,36984717,4137.0
981,Q,86 ST-2 AVE,2017-01-24,00:00:00,36986127,1410.0
982,Q,86 ST-2 AVE,2017-01-24,04:00:00,36986222,95.0
983,Q,86 ST-2 AVE,2017-01-24,08:00:00,36988638,2416.0
984,Q,86 ST-2 AVE,2017-01-24,12:00:00,36997651,9013.0
985,Q,86 ST-2 AVE,2017-01-24,16:00:00,37000799,3148.0
986,Q,86 ST-2 AVE,2017-01-24,20:00:00,37005665,4866.0
987,Q,86 ST-2 AVE,2017-01-25,00:00:00,37007559,1894.0
988,Q,86 ST-2 AVE,2017-01-25,04:00:00,37007715,156.0
989,Q,86 ST-2 AVE,2017-01-25,08:00:00,37010088,2373.0
990,Q,86 ST-2 AVE,2017-01-25,12:00:00,37019303,9215.0
991,Q,86 ST-2 AVE,2017-01-25,16:00:00,37023345,4042.0
992,Q,86 ST-2 AVE,2017-01-25,20:00:00,37028666,5321.0
993,Q,86 ST-2 AVE,2017-01-26,00:00:00,37030701,2035.0
994,Q,86 ST-2 AVE,2017-01-26,04:00:00,37030840,139.0
995,Q,86 ST-2 AVE,2017-01-26,08:00:00,37033154,2314.0
996,Q,86 ST-2 AVE,2017-01-26,12:00:00,37042374,9220.0
997,Q,86 ST-2 AVE,2017-01-26,16:00:00,37045932,3558.0
998,Q,86 ST-2 AVE,2017-01-26,20:00:00,37051139,5207.0
999,Q,86 ST-2 AVE,2017-01-27,00:00:00,37053348,2209.0
1000,Q,86 ST-2 AVE,2017-01-27,04:00:00,37053560,212.0
1001,Q,86 ST-2 AVE,2017-01-27,08:00:00,37055662,2102.0
1002,Q,86 ST-2 AVE,2017-01-27,12:00:00,37064426,8764.0
1003,Q,86 ST-2 AVE,2017-01-27,16:00:00,37068266,3840.0
1004,Q,86 ST-2 AVE,2017-01-27,20:00:00,37074174,5908.0
1005,Q,96 ST-2 AVE,2017-01-01,00:00:00,771,0.0
1006,Q,96 ST-2 AVE,2017-01-01,04:00:00,771,0.0
1007,Q,96 ST-2 AVE,2017-01-01,08:00:00,771,0.0
1008,Q,96 ST-2 AVE,2017-01-01,12:00:00,1230,459.0
1009,Q,96 ST-2 AVE,2017-01-01,16:00:00,7257,6027.0
1011,Q,96 ST-2 AVE,2017-01-01,17:32:06,5891,13.0
1013,Q,96 ST-2 AVE,2017-01-01,17:34:21,3270,16.0
1014,Q,96 ST-2 AVE,2017-01-01,17:35:39,5926,2656.0
1016,Q,96 ST-2 AVE,2017-01-01,17:38:00,3283,3.0
1017,Q,96 ST-2 AVE,2017-01-01,17:39:06,5967,2684.0
1019,Q,96 ST-2 AVE,2017-01-01,17:42:00,3301,7.0
1020,Q,96 ST-2 AVE,2017-01-01,20:00:00,10952,7651.0
1021,Q,96 ST-2 AVE,2017-01-02,00:00:00,11673,721.0
1022,Q,96 ST-2 AVE,2017-01-02,04:00:00,11673,0.0
1023,Q,96 ST-2 AVE,2017-01-02,08:00:00,11905,232.0
1024,Q,96 ST-2 AVE,2017-01-02,12:00:00,13959,2054.0
1025,Q,96 ST-2 AVE,2017-01-02,16:00:00,17921,3962.0
1026,Q,96 ST-2 AVE,2017-01-02,20:00:00,20449,2528.0
1027,Q,96 ST-2 AVE,2017-01-03,00:00:00,20859,410.0
1028,Q,96 ST-2 AVE,2017-01-03,04:00:00,20859,0.0
1029,Q,96 ST-2 AVE,2017-01-03,08:00:00,21997,1138.0
1030,Q,96 ST-2 AVE,2017-01-03,12:00:00,25911,3914.0
1031,Q,96 ST-2 AVE,2017-01-03,16:00:00,28399,2488.0
1032,Q,96 ST-2 AVE,2017-01-03,20:00:00,31267,2868.0
1033,Q,96 ST-2 AVE,2017-01-04,00:00:00,31749,482.0
1034,Q,96 ST-2 AVE,2017-01-04,04:00:00,31755,6.0
1035,Q,96 ST-2 AVE,2017-01-04,08:00:00,33086,1331.0
1036,Q,96 ST-2 AVE,2017-01-04,12:00:00,37563,4477.0
1037,Q,96 ST-2 AVE,2017-01-04,16:00:00,40476,2913.0
1038,Q,96 ST-2 AVE,2017-01-04,20:00:00,43813,3337.0
1039,Q,96 ST-2 AVE,2017-01-05,00:00:00,44438,625.0
1040,Q,96 ST-2 AVE,2017-01-05,04:00:00,44438,0.0
1041,Q,96 ST-2 AVE,2017-01-05,08:00:00,45616,1178.0
1042,Q,96 ST-2 AVE,2017-01-05,12:00:00,50153,4537.0
1043,Q,96 ST-2 AVE,2017-01-05,16:00:00,52854,2701.0
1044,Q,96 ST-2 AVE,2017-01-05,20:00:00,55981,3127.0
1045,Q,96 ST-2 AVE,2017-01-06,00:00:00,56623,642.0
1046,Q,96 ST-2 AVE,2017-01-06,04:00:00,56623,0.0
1047,Q,96 ST-2 AVE,2017-01-06,08:00:00,57892,1269.0
1048,Q,96 ST-2 AVE,2017-01-06,12:00:00,62367,4475.0
1049,Q,96 ST-2 AVE,2017-01-06,16:00:00,65305,2938.0
1050,Q,96 ST-2 AVE,2017-01-06,20:00:00,68788,3483.0
1051,Q,96 ST-2 AVE,2017-01-07,00:00:00,69544,756.0
1052,Q,96 ST-2 AVE,2017-01-07,04:00:00,69559,15.0
1053,Q,96 ST-2 AVE,2017-01-07,08:00:00,69851,292.0
1054,Q,96 ST-2 AVE,2017-01-07,12:00:00,71853,2002.0
1055,Q,96 ST-2 AVE,2017-01-07,16:00:00,74646,2793.0
1056,Q,96 ST-2 AVE,2017-01-07,20:00:00,77125,2479.0
1057,Q,96 ST-2 AVE,2017-01-08,00:00:00,77776,651.0
1058,Q,96 ST-2 AVE,2017-01-08,04:00:00,77781,5.0
1059,Q,96 ST-2 AVE,2017-01-08,08:00:00,77962,181.0
1060,Q,96 ST-2 AVE,2017-01-08,12:00:00,79568,1606.0
1061,Q,96 ST-2 AVE,2017-01-08,16:00:00,82121,2553.0
1062,Q,96 ST-2 AVE,2017-01-08,20:00:00,83917,1796.0
1063,Q,96 ST-2 AVE,2017-01-09,00:00:00,84321,404.0
1064,Q,96 ST-2 AVE,2017-01-09,04:00:00,84327,6.0
1065,Q,96 ST-2 AVE,2017-01-09,08:00:00,85769,1442.0
1066,Q,96 ST-2 AVE,2017-01-09,12:00:00,90322,4553.0
1067,Q,96 ST-2 AVE,2017-01-09,16:00:00,92763,2441.0
1068,Q,96 ST-2 AVE,2017-01-09,20:00:00,95807,3044.0
1069,Q,96 ST-2 AVE,2017-01-10,00:00:00,96575,768.0
1070,Q,96 ST-2 AVE,2017-01-10,04:00:00,96650,75.0
1071,Q,96 ST-2 AVE,2017-01-10,08:00:00,98241,1591.0
1072,Q,96 ST-2 AVE,2017-01-10,12:00:00,102915,4674.0
1073,Q,96 ST-2 AVE,2017-01-10,16:00:00,105424,2509.0
1074,Q,96 ST-2 AVE,2017-01-10,20:00:00,108580,3156.0
1075,Q,96 ST-2 AVE,2017-01-11,00:00:00,109390,810.0
1076,Q,96 ST-2 AVE,2017-01-11,04:00:00,109477,87.0
1077,Q,96 ST-2 AVE,2017-01-11,08:00:00,111058,1581.0
1078,Q,96 ST-2 AVE,2017-01-11,12:00:00,115889,4831.0
1079,Q,96 ST-2 AVE,2017-01-11,16:00:00,118605,2716.0
1080,Q,96 ST-2 AVE,2017-01-11,20:00:00,122015,3410.0
1081,Q,96 ST-2 AVE,2017-01-12,00:00:00,122809,794.0
1082,Q,96 ST-2 AVE,2017-01-12,04:00:00,122894,85.0
1083,Q,96 ST-2 AVE,2017-01-12,08:00:00,124481,1587.0
1084,Q,96 ST-2 AVE,2017-01-12,12:00:00,129424,4943.0
1085,Q,96 ST-2 AVE,2017-01-12,16:00:00,132203,2779.0
1086,Q,96 ST-2 AVE,2017-01-12,20:00:00,135872,3669.0
1087,Q,96 ST-2 AVE,2017-01-13,00:00:00,136997,1125.0
1088,Q,96 ST-2 AVE,2017-01-13,04:00:00,137079,82.0
1089,Q,96 ST-2 AVE,2017-01-13,08:00:00,138582,1503.0
1090,Q,96 ST-2 AVE,2017-01-13,12:00:00,143502,4920.0
1091,Q,96 ST-2 AVE,2017-01-13,16:00:00,146449,2947.0
1092,Q,96 ST-2 AVE,2017-01-13,20:00:00,150079,3630.0
1093,Q,96 ST-2 AVE,2017-01-14,00:00:00,151298,1219.0
1094,Q,96 ST-2 AVE,2017-01-14,04:00:00,151451,153.0
1095,Q,96 ST-2 AVE,2017-01-14,08:00:00,151854,403.0
1096,Q,96 ST-2 AVE,2017-01-14,12:00:00,154126,2272.0
1097,Q,96 ST-2 AVE,2017-01-14,16:00:00,157214,3088.0
1098,Q,96 ST-2 AVE,2017-01-14,20:00:00,159760,2546.0
1099,Q,96 ST-2 AVE,2017-01-15,00:00:00,160887,1127.0
1100,Q,96 ST-2 AVE,2017-01-15,04:00:00,161040,153.0
1101,Q,96 ST-2 AVE,2017-01-15,08:00:00,161300,260.0
1102,Q,96 ST-2 AVE,2017-01-15,12:00:00,163131,1831.0
1103,Q,96 ST-2 AVE,2017-01-15,16:00:00,166023,2892.0
1104,Q,96 ST-2 AVE,2017-01-15,20:00:00,168186,2163.0
1105,Q,96 ST-2 AVE,2017-01-16,00:00:00,169006,820.0
1106,Q,96 ST-2 AVE,2017-01-16,04:00:00,169127,121.0
1107,Q,96 ST-2 AVE,2017-01-16,08:00:00,169720,593.0
1108,Q,96 ST-2 AVE,2017-01-16,12:00:00,172536,2816.0
1109,Q,96 ST-2 AVE,2017-01-16,16:00:00,175284,2748.0
1110,Q,96 ST-2 AVE,2017-01-16,20:00:00,177582,2298.0
1111,Q,96 ST-2 AVE,2017-01-17,00:00:00,178212,630.0
1112,Q,96 ST-2 AVE,2017-01-17,04:00:00,178285,73.0
1113,Q,96 ST-2 AVE,2017-01-17,08:00:00,179964,1679.0
1114,Q,96 ST-2 AVE,2017-01-17,12:00:00,184952,4988.0
1115,Q,96 ST-2 AVE,2017-01-17,16:00:00,187516,2564.0
1116,Q,96 ST-2 AVE,2017-01-17,20:00:00,190771,3255.0
1117,Q,96 ST-2 AVE,2017-01-18,00:00:00,191645,874.0
1118,Q,96 ST-2 AVE,2017-01-18,04:00:00,191731,86.0
1119,Q,96 ST-2 AVE,2017-01-18,08:00:00,193460,1729.0
1120,Q,96 ST-2 AVE,2017-01-18,12:00:00,198555,5095.0
1121,Q,96 ST-2 AVE,2017-01-18,16:00:00,201288,2733.0
1122,Q,96 ST-2 AVE,2017-01-18,20:00:00,204616,3328.0
1123,Q,96 ST-2 AVE,2017-01-19,00:00:00,205569,953.0
1124,Q,96 ST-2 AVE,2017-01-19,04:00:00,205660,91.0
1125,Q,96 ST-2 AVE,2017-01-19,08:00:00,207486,1826.0
1126,Q,96 ST-2 AVE,2017-01-19,12:00:00,212745,5259.0
1127,Q,96 ST-2 AVE,2017-01-19,16:00:00,215645,2900.0
1128,Q,96 ST-2 AVE,2017-01-19,20:00:00,219341,3696.0
1129,Q,96 ST-2 AVE,2017-01-20,00:00:00,220363,1022.0
1130,Q,96 ST-2 AVE,2017-01-20,04:00:00,220463,100.0
1131,Q,96 ST-2 AVE,2017-01-20,08:00:00,222085,1622.0
1132,Q,96 ST-2 AVE,2017-01-20,12:00:00,227152,5067.0
1133,Q,96 ST-2 AVE,2017-01-20,16:00:00,230116,2964.0
1134,Q,96 ST-2 AVE,2017-01-20,20:00:00,233751,3635.0
1135,Q,96 ST-2 AVE,2017-01-21,00:00:00,234879,1128.0
1136,Q,96 ST-2 AVE,2017-01-21,04:00:00,235104,225.0
1137,Q,96 ST-2 AVE,2017-01-21,08:00:00,235548,444.0
1138,Q,96 ST-2 AVE,2017-01-21,12:00:00,238003,2455.0
1139,Q,96 ST-2 AVE,2017-01-21,16:00:00,241362,3359.0
1140,Q,96 ST-2 AVE,2017-01-21,20:00:00,244287,2925.0
1141,Q,96 ST-2 AVE,2017-01-22,00:00:00,245569,1282.0
1142,Q,96 ST-2 AVE,2017-01-22,04:00:00,245744,175.0
1143,Q,96 ST-2 AVE,2017-01-22,08:00:00,246006,262.0
1144,Q,96 ST-2 AVE,2017-01-22,12:00:00,247811,1805.0
1145,Q,96 ST-2 AVE,2017-01-22,16:00:00,250508,2697.0
1146,Q,96 ST-2 AVE,2017-01-22,20:00:00,252317,1809.0
1147,Q,96 ST-2 AVE,2017-01-23,00:00:00,252945,628.0
1148,Q,96 ST-2 AVE,2017-01-23,04:00:00,253032,87.0
1149,Q,96 ST-2 AVE,2017-01-23,08:00:00,254766,1734.0
1150,Q,96 ST-2 AVE,2017-01-23,12:00:00,259860,5094.0
1151,Q,96 ST-2 AVE,2017-01-23,16:00:00,262414,2554.0
1152,Q,96 ST-2 AVE,2017-01-23,20:00:00,265396,2982.0
1153,Q,96 ST-2 AVE,2017-01-24,00:00:00,266061,665.0
1154,Q,96 ST-2 AVE,2017-01-24,04:00:00,266145,84.0
1155,Q,96 ST-2 AVE,2017-01-24,08:00:00,267874,1729.0
1156,Q,96 ST-2 AVE,2017-01-24,12:00:00,273272,5398.0
1157,Q,96 ST-2 AVE,2017-01-24,16:00:00,275828,2556.0
1158,Q,96 ST-2 AVE,2017-01-24,20:00:00,279270,3442.0
1159,Q,96 ST-2 AVE,2017-01-25,00:00:00,280187,917.0
1160,Q,96 ST-2 AVE,2017-01-25,04:00:00,280297,110.0
1161,Q,96 ST-2 AVE,2017-01-25,08:00:00,282099,1802.0
1162,Q,96 ST-2 AVE,2017-01-25,12:00:00,287488,5389.0
1163,Q,96 ST-2 AVE,2017-01-25,16:00:00,290720,3232.0
1164,Q,96 ST-2 AVE,2017-01-25,20:00:00,294457,3737.0
1165,Q,96 ST-2 AVE,2017-01-26,00:00:00,295501,1044.0
1166,Q,96 ST-2 AVE,2017-01-26,04:00:00,295622,121.0
1167,Q,96 ST-2 AVE,2017-01-26,08:00:00,297370,1748.0
1168,Q,96 ST-2 AVE,2017-01-26,12:00:00,302945,5575.0
1169,Q,96 ST-2 AVE,2017-01-26,16:00:00,305900,2955.0
1170,Q,96 ST-2 AVE,2017-01-26,20:00:00,309534,3634.0
1171,Q,96 ST-2 AVE,2017-01-27,00:00:00,310551,1017.0
1172,Q,96 ST-2 AVE,2017-01-27,04:00:00,310680,129.0
1173,Q,96 ST-2 AVE,2017-01-27,08:00:00,312304,1624.0
1174,Q,96 ST-2 AVE,2017-01-27,12:00:00,317628,5324.0
1175,Q,96 ST-2 AVE,2017-01-27,16:00:00,320785,3157.0
1176,Q,96 ST-2 AVE,2017-01-27,20:00:00,324703,3918.0
